Date,Hour,Dealers,SKU,SRP,Promotion Price,Change,Sold,Rate,Vendor,Series Group,Segment,CPU Segment,CPU,RAM,SSD,Screen,GPU,V-RAM,Weight,Products link,Part #,Focus Model,Status
28/07/2026,01:30,CellPhone S,Laptop HP OmniBook 7 Aero 13-BG1085AU BZ7U6PA,33190000,31190000,"Giảm 
6%",,,HP,Business& Productivity,OmniBook,Ryzen 7 AI,Ryzen AI 7 350,16GB LPDDR5x-7500 MT/s,SSD 512 GB,"13.3 inches, Độ phủ màu 100% sRGB Độ sáng 400 nits",AMD Radeon 860M,,,https://cellphones.com.vn/laptop-hp-omnibook-7-aero-13-bg1085au-bz7u6pa.html,BZ7U6PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP0220TU B73VWPA V2,,13490000,,,,HP,Business& Productivity,HP 14,Core i3,Core i3 1315U,16GB,SSD 512 GB,14 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep0220tu-b73vwpa-16gb.html,B73VWPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 16-S0143AX 9Q990PA,31490000,23990000,"Giảm 
24%",,,HP,Gaming,VICTUS,Ryzen 5,Ryzen 5 7640HS,32GB,SSD 512 GB,16.1 inches,RTX 4050,6G,,https://cellphones.com.vn/laptop-hp-victus-16-s0143ax-9q990pa.html,S0143AX,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FD0083TU 8D736PA,22490000,20690000,"Giảm 
8%",,,HP,Business& Productivity,HP 15,Core i7,Core i7 1355U,16GB,SSD 512 GB,15.6 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-15-fd0083tu-8d736pa.html,8D736PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 15-EG3095TU 8C5L6PA V2,19990000,17990000,"Giảm 
10%",,,HP,Business& Productivity,Pavilion,Core i5,Core i5 1335U,16GB DDR4 3200 MHz,512 GB SSD NVMe PCIe,"15.6 inches, Độ phủ màu 45% NTSC Màn hình chống chói Độ sáng 250 nits",Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3095tu-8c5l6pa-16gb.html,8C5L6PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook 7 Aero 13-BG1083AU BZ7R9PA,37190000,35490000,"Giảm 
5%",,,HP,Business& Productivity,OmniBook,Ryzen 7 AI,Ryzen AI 7 350,32GB,SSD 512 GB,13.3 inches,AMD Radeon 860M Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-7-aero-13-bg1083au-bz7r9pa-ryzen-ai-7.html,BZ7R9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Envy x360 14-FA0093AU AY8U3PA,35990000,34790000,"Giảm 
3%",,,HP,Business& Productivity,Envy,Ryzen 7,Ryzen 7 8840HS,32GB,SSD 512 GB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-envy-x360-14-fa0093au-ay8u3pa.html,AY8U3PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP0220TU B73VWPA,,13490000,,,,HP,Business& Productivity,HP 14,Core i3,Core i3 1315U,8GB,SSD 512 GB,14 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep0220tu-b73vwpa.html,B73VWPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FD0235TU 9Q970PA,19190000,15999000,"Giảm 
17%",,,HP,Business& Productivity,HP 15,Core i5,Core i5 1334U,16GB,SSD 512 GB,15.6 inches,Intel Iris Xe,,,https://cellphones.com.vn/laptop-hp-15-fd0235tu-9q970pa.html,9Q970PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP ProBook 4 G1I 16 BQ5D9PT,36890000,33190000,"Giảm 
10%",,,HP,Business& Productivity,Probook,Core Ultra 5,Core Ultra 5 225H,16GB,SSD 512 GB,16 inches,Intel Arc 130T GPU,,,https://cellphones.com.vn/laptop-hp-probook-4-g1i-16-bq5d9pt.html,BQ5D9PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FC0086AU A6VV9PA,17590000,16090000,"Giảm 
9%",,,HP,Business& Productivity,HP 15,Ryzen 5,Ryzen 5 7430U,16GB,SSD 512 GB,15.6 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-15-fc0086au-a6vv9pa.html,A6VV9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G10 CC9C0PT,26390000,23990000,"Giảm 
9%",,,HP,Business& Productivity,HP 250R,Core 7,Core 7 150U,16GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g10-cc9c0pt.html,CC9C0PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2,19990000,17990000,"Giảm 
10%",,,HP,Business& Productivity,Pavilion,Core i5,Core i5 1335U,16GB DDR4 3200 MHz,512 GB SSD NVMe PCIe,"15.6 inches, Độ phủ màu 45% NTSC Màn hình chống chói Độ sáng 250 nits",Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa-16gb.html,8C5L5PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-EF2126WM 4J771UA,13600000,11990000,"Giảm 
12%",,,HP,Business& Productivity,HP 15,Ryzen 5,Ryzen 5 5500U,8GB 8GB DDR4-3200 MHz RAM (2 x 4GB),SSD 256 GB,"15.6 inches, Màn hình chống loá",AMD Radeon™ Graphics,,,https://cellphones.com.vn/laptop-hp-15-ef2126wm-4j771ua.html,4J771UA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 14-CE3013TU 8QN72PA,13490000,11990000,"Giảm 
11%",,,HP,Business& Productivity,Pavilion,Core i3,Core i3 1005G1 ,,256GB SSD M.2 NVMe,"14 inches, 14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",,,,https://cellphones.com.vn/laptop-hp-pavilion-14-ce3013tu.html,8QN72PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 15-EG2065TX 7C0Q3PA,16990000,15290000,"Giảm 
10%",,,HP,Business& Productivity,Pavilion,Core i5,Core i5-1235U,8GB DDR4 3200MHz,SSD 256GB PCIe NVMe M.2,"15.6 inches, Display, 15.6 Inch FHD, IPS, 250nits, 45% NTSC, micro-edge BrightView",,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2065tx-7c0q3pa.html,7C0Q3PA,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ Essential 15ARP10E 83S0000DVN,31990000,24190000,"Giảm 
24%",,,Lenovo,Gaming,LOQ,Ryzen 5,Ryzen 5 7535HS,16GB SODIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300 nits Màn hình chống chói Độ phủ màu 100% sRGB AMD FreeSync",RTX 3050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-essential-15arp10e-83s0000dvn.html,83S0000DVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001HVN,30990000,28990000,"Giảm 
6%",,,Lenovo,Business& Productivity,IdeaPad Slim 5,Core Ultra 5,Core Ultra 5 135H,32GB DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 400nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500",Intel Arc Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh10-83v6001hvn.html,83V6001HVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15ARP10E 83S0007AVN,30490000,27990000,"Giảm 
8%",,,Lenovo,Gaming,LOQ,Ryzen 7,Ryzen 7 7735HS,16GB SODIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB FreeSync",RTX 3050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15arp10e-83s0007avn.html,83S0007AVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K600E9VN,23490000,18690000,"Giảm 
20%",,,Lenovo,Business& Productivity,IdeaPad Slim 3,Ryzen 5,Ryzen 5 7535HS,16GB SODIMM DDR5-4800,SSD 512 GB,"14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",AMD Radeon 660M Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k600e9vn.html,83K600E9VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 5 15IRX10 83LY00HRVN,47490000,44990000,"Giảm 
5%",,,Lenovo,Gaming,Legion,Core i7,Core i7 13650HX,16GB SO-DIMM DDR5-4800,SSD 512 GB,"15.3 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB Dolby Vision",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-legion-5-15irx10-83ly00hrvn.html,83LY00HRVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15ARP10E 83S000DEVN,34990000,26990000,"Giảm 
23%",,,Lenovo,Gaming,LOQ,Ryzen 7,Ryzen 7 170,16GB SODIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB FreeSync",RTX 3050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15arp10e-83s000devn.html,83S000DEVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN,28990000,27990000,"Giảm 
3%",,,Lenovo,Business& Productivity,IdeaPad Slim 5,Ryzen 5 AI,Ryzen AI 5 330,16GB SODIMM DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 400nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500",AMD Radeon 820M Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14akp10-83hx00abvn-ryzen-ai-5.html,83HX00ABVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IRX9 83DV01H3VN,35490000,34590000,"Giảm 
3%",,,Lenovo,Gaming,LOQ,Core i7,Core i7 13645HX,16GB SODIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 4050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv01h3vn.html,83DV01H3VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15AHP11 83TN0040VN,42990000,40990000,"Giảm 
5%",,,Lenovo,Gaming,LOQ,Ryzen 7,Ryzen 7 250,16GB DDR5-5600,SSD 512 GB,"15.3 inches, Độ sáng 300 nits Màn hình chống chói Độ phủ màu 100% sRGB AMD FreeSync NVIDIA G-Sync Low Blue Light",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-loq-15ahp11-83tn0040vn.html,83TN0040VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad E14 Gen 7 21SX005NVN,34990000,33990000,"Giảm 
3%",,,Lenovo,Business& Productivity,ThinkPad,Core Ultra 5,Core Ultra 5 225U,16GB SODIMM DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 300 nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel Graphics,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx005nvn.html,21SX005NVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IRX10 83JE006PVN,33990000,31990000,"Giảm 
6%",,,Lenovo,Gaming,LOQ,Core i7,Core i7-13650HX,24GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa 1TB),"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-loq-15irx10-83je006pvn.html,83JE006PVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IAX9E 83LK0079VN,23990000,21390000,"Giảm 
11%",,,Lenovo,Gaming,LOQ,Core i5,Core i5 12450H,16GB SO-DIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB",RTX 3050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15iax9e-83lk0079vn.html,83LK0079VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 5 15AHP11 83Q7001JVN,58990000,53990000,"Giảm 
8%",,,Lenovo,Gaming,Legion,Ryzen 7,Ryzen 7 250,16GB SODIMM DDR5-5600,SSD 512 GB,"15.1 inches, Độ sáng 500 nits (typical), 1000 nits (peak) Độ phủ 100% DCI-P3 NVIDIA G-Sync DisplayHDR True Black 1000",RTX 5060,8G,,https://cellphones.com.vn/laptop-lenovo-legion-5-15ahp11-83q7001jvn.html,83Q7001JVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkBook 14 G9 AHP 21V0005NVN,26990000,25990000,"Giảm 
4%",,,Lenovo,Business& Productivity,ThinkBook,Ryzen 5,Ryzen 5 220,16GB SODIMM DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 400nits Màn hình chống chói Độ phủ màu 45% NTSC",AMD Radeon 740M Graphics,,,https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g9-ahp-21v0005nvn.html,21V0005NVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 7 16IAX10 83KY001UVN,80990000,80290000,"Giảm 
1%",,,Lenovo,Gaming,Legion,Core Ultra 9,Core Ultra 9 275HX,32GB DDR5-5600,SSD 1 TB,"16 inches, Độ sáng 500nits (Điển hình) / 1100nits (Cao) Độ phủ màu 100% DCI-P3 DisplayHDR True Black 1000 Dolby Vision G-SYNC Ánh sáng xanh thấp Hiệu suất chơi game cao Không nhấp nháy",RTX 5060,8G,,https://cellphones.com.vn/laptop-lenovo-legion-7-16iax10-83ky001uvn.html,83KY001UVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 3 16IPH11 83US002TVN,33990000,30090000,"Giảm 
11%",,,Lenovo,Business& Productivity,IdeaPad Slim 3,Core Ultra 5,Intel Core Ultra 5 322,24GB DDR5-5600,SSD 512 GB,"16 inches, Độ sáng 400 nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-16iph11-83us002tvn.html,83US002TVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Yoga Pro 7 15IPH11 83SN000BVN,77990000,76990000,"Giảm 
1%",,,Lenovo,Business& Productivity,Yoga,Core Ultra 7,Core Ultra 7 356H,32GB Soldered LPDDR5X-8533,SSD 1 TB,"15.3 inches, Độ sáng 500 nits (typical), 1100 nits (peak) Độ phủ màu 100% DCI-P3, 100% sRGB, 100% Adobe RGB Eyesafe Dolby Vision G-SYNC Flicker Free DisplayHDR True Black 1000 Hiệu chuẩn màu X-Rite PureSight Pro",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-15iph11-83sn000bvn.html,83SN000BVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,17290000,15990000,"Giảm 
8%",,,Lenovo,Business& Productivity,IdeaPad Slim 5,Core i5,Core i5 12450H,16GB LPDDR5-4800 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (nâng cấp tối đa đến 1TB),"14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC TÜV Low Blue Light",,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn.html,83BF002NVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K600EAVN,25490000,20190000,"Giảm 
21%",,,Lenovo,Business& Productivity,IdeaPad Slim 3,Ryzen 7,Ryzen 7 7735HS,16GB SODIMM DDR5-4800,SSD 512 GB,"14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",AMD Radeon 680M Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k600eavn.html,83K600EAVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IRX10 83JE00PEVN,42990000,39990000,"Giảm 
7%",,,Lenovo,Gaming,LOQ,Core i7,Core i7 13650HX,16GB DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-loq-15irx10-83je00pevn.html,83JE00PEVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IRX10 83JE01AGVN,38490000,37490000,"Giảm 
3%",,,Lenovo,Gaming,LOQ,Core i7,Core i7 13645HX,16GB DDR5-5600,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-loq-15irx10-83je01agvn.html,83JE01AGVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Yoga Slim 7 14IPH11 83QM002EVN,55990000,52490000,"Giảm 
6%",,,Lenovo,Business& Productivity,Yoga,Core Ultra 7,Core Ultra 7 355,32GB Soldered LPDDR5X-7467,SSD 1 TB,"14 inches, Độ sáng 400 nits (typical), 600 nits (peak) Độ phủ màu 100% DCI-P3, 100% sRGB Eyesafe Dolby Vision Flicker-Free DisplayHDR True Black 500 Hiệu chuẩn màu X-Rite",Intel Graphics,,,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14iph11-83qm002evn.html,83QM002EVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo V15 G5 IRL 83HF00BRVA,20190000,18590000,"Giảm 
8%",,,Lenovo,Business& Productivity,Lenovo V15,Core i5,Core i5 13420H,8GB SODIMM DDR5-5200,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel UHD Graphics,,,https://cellphones.com.vn/laptop-lenovo-v15-g5-irl-83hf00brva.html,83HF00BRVA,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkBook 16 G9 IRL 21US008FVN,29990000,27590000,"Giảm 
8%",,,Lenovo,Business& Productivity,ThinkBook,Core i5,Core i5 13420H,16GB SODIMM DDR5-5200,SSD 512 GB,"16 inches, Độ sáng 400nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel UHD Graphics,,,https://cellphones.com.vn/laptop-lenovo-thinkbook-16-g9-irl-21us008fvn.html,21US008FVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00008VN,18990000,17490000,"Giảm 
8%",,,Lenovo,Business& Productivity,IdeaPad Slim 3,Core i5,Core i5 13420H,16GB DDR5-4800,SSD 512 GB,"14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel UHD Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn.html,83K00008VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001GVN,24990000,23690000,"Giảm 
5%",,,Lenovo,Business& Productivity,IdeaPad Slim 5,Core Ultra 5,Core Ultra 5 135H,16GB DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 400nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500",Intel Arc Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh10-83v6001gvn.html,83V6001GVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IAX9 83GS001RVN,23990000,20490000,"Giảm 
15%",,,Lenovo,Gaming,LOQ,Core i5,Core i5 12450HX,12GB 1 x 12GB SO-DIMM DDR5-4800,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"15.6 inches, Độ sáng 300 nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 3050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs001rvn.html,83GS001RVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IPH11 83SL000LVN,55990000,49990000,"Giảm 
11%",,,Lenovo,Gaming,LOQ,Core Ultra 7,Core Ultra 7 356H,16GB SODIMM DDR5-5600,SSD 512 GB,"15.3 inches, Độ sáng 300 nits Màn hình chống chói Độ phủ màu 100% sRGB FreeSync G-SYNC Low Blue Light",RTX 5060,8G,,https://cellphones.com.vn/laptop-lenovo-loq-15iph11-83sl000lvn.html,83SL000LVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad E14 Gen 7 21T90023VN,24190000,22490000,"Giảm 
7%",,,Lenovo,Business& Productivity,ThinkPad,Core 5,Core 5 210H,16GB SODIMM DDR5-5600,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0, up to 1TB","14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21t90023vn.html,21T90023VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ 15IRX9 83DV01ALVN,43990000,36990000,"Giảm 
16%",,,Lenovo,Gaming,LOQ,Core i7,Core i7 13650HX,16GB SO-DIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC",RTX 4050,6G,,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv01alvn.html,83DV01ALVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo IdeaPad Slim 3 16ARP10 83K80016VN,22990000,17990000,"Giảm 
22%",,,Lenovo,Business& Productivity,IdeaPad Slim 3,Ryzen 5,Ryzen 5 7533HS,16GB DDR5-4800,SSD 512 GB,"16 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",AMD Radeon 660M Graphics,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-16arp10-83k80016vn.html,83K80016VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad X9-15 Gen 1 Aura Edition 21Q60052VN,56990000,55990000,"Giảm 
2%",,,Lenovo,Business& Productivity,ThinkPad,Core Ultra 5,Core Ultra 5 228V,32GB LPDDR5x-8533 Onboard,SSD 1 TB,"15.3 inches, Chống phản chiếu / Chống vân tay Độ sáng 500nits Độ phủ màu 100% DCI-P3 VRR 30-120Hz DisplayHDR True Black 600 Dolby Vision",Intel Arc Graphics 130V,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x9-15-gen-1-aura-edition-21q60052vn.html,21Q60052VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Yoga Slim 7 14AGP11 83QS001DVN,37990000,37490000,"Giảm 
1%",,,Lenovo,Business& Productivity,Yoga,Ryzen 7 AI,Ryzen AI 7 445,16GB Soldered LPDDR5X-8000,SSD 512 GB,"14 inches, Độ sáng 400 nits (typical), 600 nits (peak) Độ phủ màu 100% DCI-P3, 100% sRGB Eyesafe Dolby Vision Flicker Free DisplayHDR True Black 500 Hiệu chuẩn màu X-Rite",AMD Radeon 840M Graphics,,,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14agp11-83qs001dvn-ryzen-ai-7.html,83QS001DVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 21NS010BVN,62990000,60990000,"Giảm 
3%",,,Lenovo,Business& Productivity,ThinkPad,Core Ultra 7,Core Ultra 7 258V,32GB LPDDR5x-8533 Onboard,SSD 512 GB,"14 inches, Độ sáng 500 nits (chống chói / chống phản xạ / chống bám vân tay) Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500 Dolby Vision",Intel Arc Graphics 140V,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21ns010bvn.html,21NS010BVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad E14 Gen 7 21SX00BNVN,28990000,27990000,"Giảm 
3%",,,Lenovo,Business& Productivity,ThinkPad,Core Ultra 5,Core Ultra 5 135H,16GB SODIMM DDR5-5600,SSD 512 GB,"14 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC",Intel Arc Graphics,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx00bnvn.html,21SX00BNVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo LOQ Essential 15IRX11 83SC003RVN,42990000,38990000,"Giảm 
9%",,,Lenovo,Gaming,LOQ,Core i5,Core i5 13450HX,16GB SO-DIMM DDR5-4800,SSD 512 GB,"15.6 inches, Độ sáng 300nits Độ phủ màu 100% sRGB Màn hình chống chói",RTX 5050,8G,,https://cellphones.com.vn/laptop-lenovo-loq-essential-15irx11-83sc003rvn.html,83SC003RVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 5 15IRX10 83LY00HQVN,50490000,47990000,"Giảm 
5%",,,Lenovo,Gaming,Legion,Core i7,Core i7 13650HX,16GB SO-DIMM DDR5-4800,SSD 512 GB,"15.3 inches, Độ sáng 300nits Màn hình chống chói Độ phủ màu 100% sRGB Dolby Vision",RTX 5060,8G,,https://cellphones.com.vn/laptop-lenovo-legion-5-15irx10-83ly00hqvn.html,83LY00HQVN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo ThinkPad X9-15 Gen 1 Aura Edition 21Q60050VN,,51990000,,,,Lenovo,Business& Productivity,ThinkPad,Core Ultra 5,Core Ultra 5 228V,"32GB LPDDR5x-8533, MoP Memory",SSD 512 GB,"15.3 inches, Chống chói / Chống vân tay Độ sáng 500nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 600 Dolby Vision",Intel Arc Graphics 130V,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x9-15-gen-1-21q60050vn.html,21Q60050VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 5 15IPH11 83RW0023VN,64990000,59490000,"Giảm 
8%",,,Lenovo,Gaming,Legion,Core Ultra 7,Core Ultra 7 356H,16GB SODIMM DDR5-5600,SSD 512 GB,"15.3 inches, Độ sáng 500 nits (typical), 1000 nits (peak) Độ phủ màu 100% DCI-P3 G-SYNC DisplayHDR True Black 1000",RTX 5060,8G,,https://cellphones.com.vn/laptop-lenovo-legion-5-15iph11-83rw0023vn.html,83RW0023VN,No,
28/07/2026,01:30,CellPhone S,Laptop Lenovo Legion 7 16IAX10 83KY001VVN,85990000,84990000,"Giảm 
1%",,,Lenovo,Gaming,Legion,Core Ultra 9,Core Ultra 9 275HX,32GB DDR5-5600,SSD 1 TB,"16 inches, Độ sáng 500nits (Điển hình) / 1100nits (Cao) Độ phủ màu 100% DCI-P3 DisplayHDR True Black 1000 Dolby Vision G-SYNC Ánh sáng xanh thấp Hiệu suất chơi game cao Không nhấp nháy",RTX 5070,8G,,https://cellphones.com.vn/laptop-lenovo-legion-7-16iax10-83ky001vvn.html,83KY001VVN,No,
